Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Other people in need of international protection,Stateless persons,Host Community,Others of concern
1972,Serbia and Kosovo: S/RES/1244 (1999),SRB,Türkiye,TUR,130,0,0,-,0,-,0
1972,Unknown ,UNK,Türkiye,TUR,130,0,0,-,0,-,0
1973,Unknown ,UNK,Austria,AUT,25000,0,0,-,0,-,0
1973,Unknown ,UNK,Belgium,BEL,20000,0,0,-,0,-,0
1973,Unknown ,UNK,Denmark,DNK,3687,0,0,-,0,-,0
1973,Unknown ,UNK,France,FRA,101830,0,0,-,0,-,0
1973,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,150000,0,0,-,0,-,0
1973,Unknown ,UNK,Germany,DEU,125000,0,0,-,0,-,0
1973,Greece,GRC,Greece,GRC,720,0,0,-,0,-,0
1973,Unknown ,UNK,Greece,GRC,2220,0,0,-,0,-,0
1973,Unknown ,UNK,Italy,ITA,12600,0,0,-,0,-,0
1973,Unknown ,UNK,Netherlands (Kingdom of the),NLD,8400,0,0,-,0,-,0
1973,Unknown ,UNK,Norway,NOR,3000,0,0,-,0,-,0
1973,Albania,ALB,Serbia and Kosovo: S/RES/1244 (1999),SRB,1700,0,0,-,0,-,0
1973,Greece,GRC,Serbia and Kosovo: S/RES/1244 (1999),SRB,5180,0,0,-,0,-,0
1973,Unknown ,UNK,Serbia and Kosovo: S/RES/1244 (1999),SRB,19410,0,0,-,0,-,0
1973,Unknown ,UNK,Spain,ESP,26000,0,0,-,0,-,0
1973,Unknown ,UNK,Sweden,SWE,20000,0,0,-,0,-,0
1973,Unknown ,UNK,Switzerland,CHE,35000,0,0,-,0,-,0
1973,Albania,ALB,Türkiye,TUR,390,0,0,-,0,-,0
1973,Bulgaria,BGR,Türkiye,TUR,340,0,0,-,0,-,0
1973,Hungary,HUN,Türkiye,TUR,80,0,0,-,0,-,0
1973,Romania,ROU,Türkiye,TUR,90,0,0,-,0,-,0
1973,Serbia and Kosovo: S/RES/1244 (1999),SRB,Türkiye,TUR,130,0,0,-,0,-,0
1973,Unknown ,UNK,Türkiye,TUR,130,0,0,-,0,-,0
1974,Unknown ,UNK,Austria,AUT,25000,0,0,-,0,-,0
1974,Unknown ,UNK,Belgium,BEL,11100,0,0,-,0,-,0
1974,Unknown ,UNK,Denmark,DNK,2900,0,0,-,0,-,0
1974,Unknown ,UNK,France,FRA,105538,0,0,-,0,-,0
1974,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,155500,0,0,-,0,-,0
1974,Unknown ,UNK,Germany,DEU,123000,0,0,-,0,-,0
1974,Greece,GRC,Greece,GRC,580,0,0,-,0,-,0
1974,Unknown ,UNK,Greece,GRC,2130,0,0,-,0,-,0
1974,Unknown ,UNK,Italy,ITA,13000,0,0,-,0,-,0
1974,Unknown ,UNK,Netherlands (Kingdom of the),NLD,8015,0,0,-,0,-,0
1974,Unknown ,UNK,Norway,NOR,3000,0,0,-,0,-,0
1974,Unknown ,UNK,Serbia and Kosovo: S/RES/1244 (1999),SRB,26300,0,0,-,0,-,0
1974,Unknown ,UNK,Spain,ESP,18000,0,0,-,0,-,0
1974,Unknown ,UNK,Sweden,SWE,20000,0,0,-,0,-,0
1974,Unknown ,UNK,Switzerland,CHE,35000,0,0,-,0,-,0
1974,Albania,ALB,Türkiye,TUR,380,0,0,-,0,-,0
1974,Bulgaria,BGR,Türkiye,TUR,300,0,0,-,0,-,0
1974,Hungary,HUN,Türkiye,TUR,70,0,0,-,0,-,0
1974,Romania,ROU,Türkiye,TUR,70,0,0,-,0,-,0
1974,Serbia and Kosovo: S/RES/1244 (1999),SRB,Türkiye,TUR,120,0,0,-,0,-,0
1974,Unknown ,UNK,Türkiye,TUR,120,0,0,-,0,-,0
1975,Unknown ,UNK,Austria,AUT,20000,0,0,-,0,-,0
1975,Unknown ,UNK,Belgium,BEL,16788,0,0,-,0,-,0
1975,Unknown ,UNK,Denmark,DNK,2125,0,0,-,0,-,0
1975,Unknown ,UNK,France,FRA,109882,0,0,-,0,-,0
1975,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,153000,0,0,-,0,-,0
1975,Unknown ,UNK,Germany,DEU,122000,0,0,-,0,-,0
1975,Greece,GRC,Greece,GRC,510,0,0,-,0,-,0
1975,Unknown ,UNK,Greece,GRC,2090,0,0,-,0,-,0
1975,Unknown ,UNK,Italy,ITA,11900,0,0,-,0,-,0
1975,Unknown ,UNK,Netherlands (Kingdom of the),NLD,7850,0,0,-,0,-,0
1975,Unknown ,UNK,Norway,NOR,3000,0,0,-,0,-,0
1975,Unknown ,UNK,Portugal,PRT,150,0,0,-,0,-,0
1975,Unknown ,UNK,Serbia and Kosovo: S/RES/1244 (1999),SRB,26300,0,0,-,0,-,0
1975,Unknown ,UNK,Spain,ESP,16000,0,0,-,0,-,0
1975,Unknown ,UNK,Sweden,SWE,20000,0,0,-,0,-,0
1975,Unknown ,UNK,Switzerland,CHE,35000,0,0,-,0,-,0
1975,Albania,ALB,Türkiye,TUR,380,0,0,-,0,-,0
1975,Bulgaria,BGR,Türkiye,TUR,300,0,0,-,0,-,0
1975,Hungary,HUN,Türkiye,TUR,70,0,0,-,0,-,0
1975,Romania,ROU,Türkiye,TUR,70,0,0,-,0,-,0
1975,Serbia and Kosovo: S/RES/1244 (1999),SRB,Türkiye,TUR,120,0,0,-,0,-,0
1975,Unknown ,UNK,Türkiye,TUR,120,0,0,-,0,-,0
1976,Unknown ,UNK,Austria,AUT,25000,0,0,-,0,-,0
1976,Unknown ,UNK,Belgium,BEL,17000,0,0,-,0,-,0
1976,Unknown ,UNK,Denmark,DNK,2100,0,0,-,0,-,0
1976,Unknown ,UNK,France,FRA,114634,0,0,-,0,-,0
1976,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,153000,0,0,-,0,-,0
1976,Unknown ,UNK,Germany,DEU,122000,0,0,-,0,-,0
1976,Greece,GRC,Greece,GRC,450,0,0,-,0,-,0
1976,Unknown ,UNK,Greece,GRC,2110,0,0,-,0,-,0
1976,Unknown ,UNK,Italy,ITA,11900,0,0,-,0,-,0
1976,Unknown ,UNK,Netherlands (Kingdom of the),NLD,7900,0,0,-,0,-,0
1976,Unknown ,UNK,Norway,NOR,1000,0,0,-,0,-,0
1976,Unknown ,UNK,Serbia and Kosovo: S/RES/1244 (1999),SRB,26000,0,0,-,0,-,0
1976,Unknown ,UNK,Spain,ESP,16500,0,0,-,0,-,0
1976,Unknown ,UNK,Sweden,SWE,20000,0,0,-,0,-,0
1976,Unknown ,UNK,Switzerland,CHE,35000,0,0,-,0,-,0
1976,Unknown ,UNK,Türkiye,TUR,1060,0,0,-,0,-,0
1977,Unknown ,UNK,Austria,AUT,20000,0,0,-,0,-,0
1977,Unknown ,UNK,Belgium,BEL,17000,0,0,-,0,-,0
1977,Cyprus,CYP,Cyprus,CYP,700,0,0,-,0,-,0
1977,Unknown ,UNK,Denmark,DNK,1764,0,0,-,0,-,0
1977,Unknown ,UNK,France,FRA,119413,0,0,-,0,-,0
1977,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,148000,0,0,-,0,-,0
1977,Unknown ,UNK,Germany,DEU,120000,0,0,-,0,-,0
1977,Greece,GRC,Greece,GRC,410,0,0,-,0,-,0
1977,Unknown ,UNK,Greece,GRC,2200,0,0,-,0,-,0
1977,Unknown ,UNK,Italy,ITA,11700,0,0,-,0,-,0
1977,Unknown ,UNK,Netherlands (Kingdom of the),NLD,8000,0,0,-,0,-,0
1977,Unknown ,UNK,Norway,NOR,6000,0,0,-,0,-,0
1977,Unknown ,UNK,Portugal,PRT,7500,0,0,-,0,-,0
1977,Chile,CHL,Romania,ROU,1000,0,0,-,0,-,0
1977,Albania,ALB,Serbia and Kosovo: S/RES/1244 (1999),SRB,2000,0,0,-,0,-,0
1977,Unknown ,UNK,Spain,ESP,15000,0,0,-,0,-,0
1977,Unknown ,UNK,Sweden,SWE,20000,0,0,-,0,-,0
1977,Unknown ,UNK,Switzerland,CHE,30000,0,0,-,0,-,0
1977,Unknown ,UNK,Türkiye,TUR,1050,0,0,-,0,-,0
1978,Unknown ,UNK,Austria,AUT,20000,0,0,-,0,-,0
1978,Unknown ,UNK,Belgium,BEL,17000,0,0,-,0,-,0
1978,Unknown ,UNK,Denmark,DNK,1800,0,0,-,0,-,0
1978,Unknown ,UNK,France,FRA,126229,0,0,-,0,-,0
1978,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,150000,0,0,-,0,-,0
1978,Unknown ,UNK,Germany,DEU,83500,0,0,-,0,-,0
1978,Greece,GRC,Greece,GRC,380,0,0,-,0,-,0
1978,Unknown ,UNK,Greece,GRC,2140,0,0,-,0,-,0
1978,Unknown ,UNK,Italy,ITA,11700,0,0,-,0,-,0
1978,Unknown ,UNK,Netherlands (Kingdom of the),NLD,8000,0,0,-,0,-,0
1978,Unknown ,UNK,Norway,NOR,6000,0,0,-,0,-,0
1978,Unknown ,UNK,Portugal,PRT,7500,0,0,-,0,-,0
1978,Chile,CHL,Romania,ROU,1000,0,0,-,0,-,0
1978,Albania,ALB,Serbia and Kosovo: S/RES/1244 (1999),SRB,1610,0,0,-,0,-,0
1978,Chile,CHL,Serbia and Kosovo: S/RES/1244 (1999),SRB,130,0,0,-,0,-,0
1978,Unknown ,UNK,Serbia and Kosovo: S/RES/1244 (1999),SRB,230,0,0,-,0,-,0
1978,Unknown ,UNK,Spain,ESP,15000,0,0,-,0,-,0
1978,Unknown ,UNK,Sweden,SWE,20000,0,0,-,0,-,0
1978,Unknown ,UNK,Switzerland,CHE,30000,0,0,-,0,-,0
1978,Albania,ALB,Türkiye,TUR,370,0,0,-,0,-,0
1978,Bulgaria,BGR,Türkiye,TUR,290,0,0,-,0,-,0
1978,Hungary,HUN,Türkiye,TUR,70,0,0,-,0,-,0
1978,Romania,ROU,Türkiye,TUR,60,0,0,-,0,-,0
1978,Serbia and Kosovo: S/RES/1244 (1999),SRB,Türkiye,TUR,120,0,0,-,0,-,0
1978,Unknown ,UNK,Türkiye,TUR,160,0,0,-,0,-,0
1979,Unknown ,UNK,Austria,AUT,25000,0,0,-,0,-,0
1979,Unknown ,UNK,Belgium,BEL,32000,0,0,-,0,-,0
1979,Unknown ,UNK,Denmark,DNK,1800,0,0,-,0,-,0
1979,Unknown ,UNK,France,FRA,119489,0,0,-,0,-,0
1979,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,146000,0,0,-,0,-,0
1979,Unknown ,UNK,Germany,DEU,87000,0,0,-,0,-,0
1979,Greece,GRC,Greece,GRC,360,0,0,-,0,-,0
1979,Unknown ,UNK,Greece,GRC,3410,0,0,-,0,-,0
1979,Unknown ,UNK,Italy,ITA,14100,0,0,-,0,-,0
1979,Unknown ,UNK,Netherlands (Kingdom of the),NLD,10000,0,0,-,0,-,0
1979,Unknown ,UNK,Norway,NOR,6000,0,0,-,0,-,0
1979,Unknown ,UNK,Portugal,PRT,7600,0,0,-,0,-,0
1979,Chile,CHL,Romania,ROU,1000,0,0,-,0,-,0
1979,Albania,ALB,Serbia and Kosovo: S/RES/1244 (1999),SRB,1610,0,0,-,0,-,0
1979,Chile,CHL,Serbia and Kosovo: S/RES/1244 (1999),SRB,130,0,0,-,0,-,0
1979,Unknown ,UNK,Serbia and Kosovo: S/RES/1244 (1999),SRB,230,0,0,-,0,-,0
1979,Unknown ,UNK,Spain,ESP,26000,0,0,-,0,-,0
1979,Unknown ,UNK,Sweden,SWE,20000,0,0,-,0,-,0
1979,Unknown ,UNK,Switzerland,CHE,30000,0,0,-,0,-,0
1979,Unknown ,UNK,Türkiye,TUR,1060,0,0,-,0,-,0
1980,Unknown ,UNK,Austria,AUT,15525,0,0,-,0,-,0
1980,Unknown ,UNK,Belgium,BEL,33000,0,0,-,0,-,0
1980,Unknown ,UNK,Denmark,DNK,1800,0,0,-,0,-,0
1980,Unknown ,UNK,France,FRA,121958,0,0,-,0,-,0
1980,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,148000,0,0,-,0,-,0
1980,Unknown ,UNK,Germany,DEU,94000,0,0,-,0,-,0
1980,Greece,GRC,Greece,GRC,340,0,0,-,0,-,0
1980,Unknown ,UNK,Greece,GRC,3410,0,0,-,0,-,0
1980,Afghanistan,AFG,Italy,ITA,191,0,0,-,0,-,0
1980,Albania,ALB,Italy,ITA,71,0,0,-,0,-,0
1980,Argentina,ARG,Italy,ITA,38,0,0,-,0,-,0
1980,Armenia,ARM,Italy,ITA,33,0,0,-,0,-,0
1980,Brazil,BRA,Italy,ITA,5,0,0,-,0,-,0
1980,Bulgaria,BGR,Italy,ITA,329,0,0,-,0,-,0
1980,Cambodia,KHM,Italy,ITA,103,0,0,-,0,-,0
1980,China,CHN,Italy,ITA,24,0,0,-,0,-,0
1980,Chile,CHL,Italy,ITA,375,0,0,-,0,-,0
1980,Congo,COG,Italy,ITA,6,0,0,-,0,-,0
1980,Cuba,CUB,Italy,ITA,5,0,0,-,0,-,0
1980,Czechia,CZE,Italy,ITA,393,0,0,-,0,-,0
1980,Eritrea,ERI,Italy,ITA,142,0,0,-,0,-,0
1980,Ethiopia,ETH,Italy,ITA,218,0,0,-,0,-,0
1980,Hungary,HUN,Italy,ITA,763,0,0,-,0,-,0
1980,Iran (Islamic Rep. of),IRN,Italy,ITA,48,0,0,-,0,-,0
1980,Iraq,IRQ,Italy,ITA,98,0,0,-,0,-,0
1980,Lao People's Dem. Rep.,LAO,Italy,ITA,96,0,0,-,0,-,0
1980,Libya,LBY,Italy,ITA,205,0,0,-,0,-,0
1980,Poland,POL,Italy,ITA,421,0,0,-,0,-,0
1980,Romania,ROU,Italy,ITA,772,0,0,-,0,-,0
1980,Russian Federation,RUS,Italy,ITA,10821,0,0,-,0,-,0
1980,Serbia and Kosovo: S/RES/1244 (1999),SRB,Italy,ITA,270,0,0,-,0,-,0
1980,Somalia,SOM,Italy,ITA,34,0,0,-,0,-,0
1980,Spain,ESP,Italy,ITA,5,0,0,-,0,-,0
1980,Viet Nam,VNM,Italy,ITA,2418,0,0,-,0,-,0
1980,Uganda,UGA,Italy,ITA,11,0,0,-,0,-,0
1980,Uruguay,URY,Italy,ITA,24,0,0,-,0,-,0
1980,Stateless,XXA,Italy,ITA,8,0,0,-,0,-,0
1980,Unknown ,UNK,Italy,ITA,3604,0,0,-,0,-,0
1980,Unknown ,UNK,Netherlands (Kingdom of the),NLD,12000,0,0,-,0,-,0
1980,Unknown ,UNK,Norway,NOR,6000,0,0,-,0,-,0
1980,Unknown ,UNK,Portugal,PRT,7600,0,0,-,0,-,0
1980,Chile,CHL,Romania,ROU,1000,0,0,-,0,-,0
1980,Albania,ALB,Serbia and Kosovo: S/RES/1244 (1999),SRB,1610,0,0,-,0,-,0
1980,Chile,CHL,Serbia and Kosovo: S/RES/1244 (1999),SRB,130,0,0,-,0,-,0
1980,Unknown ,UNK,Serbia and Kosovo: S/RES/1244 (1999),SRB,230,0,0,-,0,-,0
1980,Cuba,CUB,Spain,ESP,500,0,0,-,0,-,0
1980,Unknown ,UNK,Spain,ESP,21000,0,0,-,0,-,0
1980,Unknown ,UNK,Sweden,SWE,20000,0,0,-,0,-,0
1980,Unknown ,UNK,Switzerland,CHE,32000,0,0,-,0,-,0
1980,Afghanistan,AFG,Türkiye,TUR,5000,0,0,-,0,-,0
1980,Unknown ,UNK,Türkiye,TUR,1100,0,0,-,0,-,0
1981,Unknown ,UNK,Austria,AUT,17899,0,0,-,0,-,0
1981,Unknown ,UNK,Belgium,BEL,35000,0,0,-,0,-,0
1981,Unknown ,UNK,Denmark,DNK,1800,0,0,-,0,-,0
1981,Unknown ,UNK,France,FRA,125597,0,0,-,0,-,0
1981,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,146000,0,0,-,0,-,0
1981,Unknown ,UNK,Germany,DEU,100000,0,0,-,0,-,0
1981,Greece,GRC,Greece,GRC,320,0,0,-,0,-,0
1981,Unknown ,UNK,Greece,GRC,3670,0,0,-,0,-,0
1981,Afghanistan,AFG,Italy,ITA,464,0,0,-,0,-,0
1981,Albania,ALB,Italy,ITA,70,0,0,-,0,-,0
1981,Algeria,DZA,Italy,ITA,5,0,0,-,0,-,0
1981,Egypt,EGY,Italy,ITA,5,0,0,-,0,-,0
1981,Argentina,ARG,Italy,ITA,38,0,0,-,0,-,0
1981,Armenia,ARM,Italy,ITA,33,0,0,-,0,-,0
1981,Brazil,BRA,Italy,ITA,5,0,0,-,0,-,0
1981,Bulgaria,BGR,Italy,ITA,274,0,0,-,0,-,0
1981,Cambodia,KHM,Italy,ITA,157,0,0,-,0,-,0
1981,China,CHN,Italy,ITA,24,0,0,-,0,-,0
1981,Chile,CHL,Italy,ITA,375,0,0,-,0,-,0
1981,Congo,COG,Italy,ITA,6,0,0,-,0,-,0
1981,Cuba,CUB,Italy,ITA,5,0,0,-,0,-,0
1981,Czechia,CZE,Italy,ITA,389,0,0,-,0,-,0
1981,Eritrea,ERI,Italy,ITA,142,0,0,-,0,-,0
1981,Ethiopia,ETH,Italy,ITA,376,0,0,-,0,-,0
1981,Hungary,HUN,Italy,ITA,744,0,0,-,0,-,0
1981,Iran (Islamic Rep. of),IRN,Italy,ITA,83,0,0,-,0,-,0
1981,Iraq,IRQ,Italy,ITA,189,0,0,-,0,-,0
1981,Lao People's Dem. Rep.,LAO,Italy,ITA,100,0,0,-,0,-,0
1981,Libya,LBY,Italy,ITA,226,0,0,-,0,-,0
1981,Poland,POL,Italy,ITA,505,0,0,-,0,-,0
1981,Romania,ROU,Italy,ITA,854,0,0,-,0,-,0
1981,Russian Federation,RUS,Italy,ITA,11562,0,0,-,0,-,0
1981,Serbia and Kosovo: S/RES/1244 (1999),SRB,Italy,ITA,214,0,0,-,0,-,0
1981,Somalia,SOM,Italy,ITA,34,0,0,-,0,-,0
1981,Spain,ESP,Italy,ITA,5,0,0,-,0,-,0
1981,Viet Nam,VNM,Italy,ITA,2468,0,0,-,0,-,0
1981,Syrian Arab Rep.,SYR,Italy,ITA,5,0,0,-,0,-,0
1981,Uganda,UGA,Italy,ITA,11,0,0,-,0,-,0
1981,Uruguay,URY,Italy,ITA,24,0,0,-,0,-,0
1981,Stateless,XXA,Italy,ITA,29,0,0,-,0,-,0
1981,Unknown ,UNK,Italy,ITA,3180,0,0,-,0,-,0
1981,Unknown ,UNK,Netherlands (Kingdom of the),NLD,13000,0,0,-,0,-,0
1981,Unknown ,UNK,Norway,NOR,6000,0,0,-,0,-,0
1981,Unknown ,UNK,Portugal,PRT,7600,0,0,-,0,-,0
1981,Chile,CHL,Romania,ROU,1000,0,0,-,0,-,0
1981,Albania,ALB,Serbia and Kosovo: S/RES/1244 (1999),SRB,1610,0,0,-,0,-,0
1981,Chile,CHL,Serbia and Kosovo: S/RES/1244 (1999),SRB,120,0,0,-,0,-,0
1981,Unknown ,UNK,Serbia and Kosovo: S/RES/1244 (1999),SRB,190,0,0,-,0,-,0
1981,Unknown ,UNK,Spain,ESP,21500,0,0,-,0,-,0
1981,Unknown ,UNK,Sweden,SWE,20000,0,0,-,0,-,0
1981,Unknown ,UNK,Switzerland,CHE,40000,0,0,-,0,-,0
1981,Unknown ,UNK,Türkiye,TUR,1180,0,0,-,0,-,0
1982,Unknown ,UNK,Austria,AUT,34963,0,0,-,0,-,0
1982,Unknown ,UNK,Belgium,BEL,21000,0,0,-,0,-,0
1982,Unknown ,UNK,Denmark,DNK,1800,0,0,-,0,-,0
1982,Unknown ,UNK,France,FRA,152223,0,0,-,0,-,0
1982,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,143000,0,0,-,0,-,0
1982,Unknown ,UNK,Germany,DEU,100000,0,0,-,0,-,0
1982,Czechia,CZE,Greece,GRC,60,0,0,-,0,-,0
1982,Greece,GRC,Greece,GRC,300,0,0,-,0,-,0
1982,Iran (Islamic Rep. of),IRN,Greece,GRC,320,0,0,-,0,-,0
1982,Iraq,IRQ,Greece,GRC,1960,0,0,-,0,-,0
1982,Lebanon,LBN,Greece,GRC,90,0,0,-,0,-,0
1982,Poland,POL,Greece,GRC,80,0,0,-,0,-,0
1982,Romania,ROU,Greece,GRC,190,0,0,-,0,-,0
1982,Viet Nam,VNM,Greece,GRC,120,0,0,-,0,-,0
1982,Türkiye,TUR,Greece,GRC,300,0,0,-,0,-,0
1982,Unknown ,UNK,Greece,GRC,530,0,0,-,0,-,0
1982,Afghanistan,AFG,Italy,ITA,484,0,0,-,0,-,0
1982,Albania,ALB,Italy,ITA,75,0,0,-,0,-,0
1982,Algeria,DZA,Italy,ITA,5,0,0,-,0,-,0
1982,Egypt,EGY,Italy,ITA,5,0,0,-,0,-,0
1982,Argentina,ARG,Italy,ITA,39,0,0,-,0,-,0
1982,Armenia,ARM,Italy,ITA,33,0,0,-,0,-,0
1982,Brazil,BRA,Italy,ITA,5,0,0,-,0,-,0
1982,Bulgaria,BGR,Italy,ITA,257,0,0,-,0,-,0
1982,Cambodia,KHM,Italy,ITA,178,0,0,-,0,-,0
1982,China,CHN,Italy,ITA,24,0,0,-,0,-,0
1982,Chile,CHL,Italy,ITA,383,0,0,-,0,-,0
1982,Congo,COG,Italy,ITA,6,0,0,-,0,-,0
1982,Dem. Rep. of the Congo,COD,Italy,ITA,5,0,0,-,0,-,0
1982,Cuba,CUB,Italy,ITA,5,0,0,-,0,-,0
1982,Czechia,CZE,Italy,ITA,434,0,0,-,0,-,0
1982,Eritrea,ERI,Italy,ITA,185,0,0,-,0,-,0
1982,Ethiopia,ETH,Italy,ITA,455,0,0,-,0,-,0
1982,Hungary,HUN,Italy,ITA,728,0,0,-,0,-,0
1982,Iran (Islamic Rep. of),IRN,Italy,ITA,210,0,0,-,0,-,0
1982,Iraq,IRQ,Italy,ITA,196,0,0,-,0,-,0
1982,Lao People's Dem. Rep.,LAO,Italy,ITA,108,0,0,-,0,-,0
1982,Libya,LBY,Italy,ITA,259,0,0,-,0,-,0
1982,Poland,POL,Italy,ITA,635,0,0,-,0,-,0
1982,Romania,ROU,Italy,ITA,967,0,0,-,0,-,0
1982,Russian Federation,RUS,Italy,ITA,11569,0,0,-,0,-,0
1982,Serbia and Kosovo: S/RES/1244 (1999),SRB,Italy,ITA,177,0,0,-,0,-,0
1982,Somalia,SOM,Italy,ITA,38,0,0,-,0,-,0
1982,Viet Nam,VNM,Italy,ITA,2573,0,0,-,0,-,0
1982,Syrian Arab Rep.,SYR,Italy,ITA,5,0,0,-,0,-,0
1982,Uganda,UGA,Italy,ITA,15,0,0,-,0,-,0
1982,Uruguay,URY,Italy,ITA,25,0,0,-,0,-,0
1982,Stateless,XXA,Italy,ITA,32,0,0,-,0,-,0
1982,Unknown ,UNK,Italy,ITA,2750,0,0,-,0,-,0
1982,Unknown ,UNK,Netherlands (Kingdom of the),NLD,14000,0,0,-,0,-,0
1982,Unknown ,UNK,Norway,NOR,6000,0,0,-,0,-,0
1982,Unknown ,UNK,Portugal,PRT,7600,0,0,-,0,-,0
1982,Chile,CHL,Romania,ROU,1000,0,0,-,0,-,0
1982,Albania,ALB,Serbia and Kosovo: S/RES/1244 (1999),SRB,1570,0,0,-,0,-,0
1982,Chile,CHL,Serbia and Kosovo: S/RES/1244 (1999),SRB,100,0,0,-,0,-,0
1982,Unknown ,UNK,Serbia and Kosovo: S/RES/1244 (1999),SRB,360,0,0,-,0,-,0
1982,Unknown ,UNK,Spain,ESP,23500,0,0,-,0,-,0
1982,Unknown ,UNK,Sweden,SWE,20000,0,0,-,0,-,0
1982,Unknown ,UNK,Switzerland,CHE,33404,0,0,-,0,-,0
1982,Afghanistan,AFG,Türkiye,TUR,320,0,0,-,0,-,0
1982,Unknown ,UNK,Türkiye,TUR,1350,0,0,-,0,-,0
1983,Unknown ,UNK,Austria,AUT,37298,0,0,-,0,-,0
1983,Unknown ,UNK,Belgium,BEL,35000,0,0,-,0,-,0
1983,Unknown ,UNK,Denmark,DNK,3600,0,0,-,0,-,0
1983,Unknown ,UNK,France,FRA,164113,0,0,-,0,-,0
1983,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,140000,0,0,-,0,-,0
1983,Unknown ,UNK,Germany,DEU,115000,0,0,-,0,-,0
1983,Ethiopia,ETH,Greece,GRC,70,0,0,-,0,-,0
1983,Greece,GRC,Greece,GRC,280,0,0,-,0,-,0
1983,Iran (Islamic Rep. of),IRN,Greece,GRC,290,0,0,-,0,-,0
1983,Iraq,IRQ,Greece,GRC,1780,0,0,-,0,-,0
1983,Lebanon,LBN,Greece,GRC,90,0,0,-,0,-,0
1983,Poland,POL,Greece,GRC,90,0,0,-,0,-,0
1983,Romania,ROU,Greece,GRC,200,0,0,-,0,-,0
1983,Viet Nam,VNM,Greece,GRC,130,0,0,-,0,-,0
1983,Türkiye,TUR,Greece,GRC,540,0,0,-,0,-,0
1983,Unknown ,UNK,Greece,GRC,620,0,0,-,0,-,0
1983,Afghanistan,AFG,Italy,ITA,545,0,0,-,0,-,0
1983,Albania,ALB,Italy,ITA,90,0,0,-,0,-,0
1983,Algeria,DZA,Italy,ITA,5,0,0,-,0,-,0
1983,Angola,AGO,Italy,ITA,10,0,0,-,0,-,0
1983,Egypt,EGY,Italy,ITA,6,0,0,-,0,-,0
1983,Argentina,ARG,Italy,ITA,42,0,0,-,0,-,0
1983,Armenia,ARM,Italy,ITA,33,0,0,-,0,-,0
1983,Brazil,BRA,Italy,ITA,5,0,0,-,0,-,0
1983,Bulgaria,BGR,Italy,ITA,227,0,0,-,0,-,0
1983,Cambodia,KHM,Italy,ITA,185,0,0,-,0,-,0
1983,Chad,TCD,Italy,ITA,5,0,0,-,0,-,0
1983,China,CHN,Italy,ITA,24,0,0,-,0,-,0
1983,Chile,CHL,Italy,ITA,394,0,0,-,0,-,0
1983,Congo,COG,Italy,ITA,6,0,0,-,0,-,0
1983,Dem. Rep. of the Congo,COD,Italy,ITA,11,0,0,-,0,-,0
1983,Cuba,CUB,Italy,ITA,5,0,0,-,0,-,0
1983,Czechia,CZE,Italy,ITA,421,0,0,-,0,-,0
1983,Eritrea,ERI,Italy,ITA,185,0,0,-,0,-,0
1983,Ethiopia,ETH,Italy,ITA,597,0,0,-,0,-,0
1983,Ghana,GHA,Italy,ITA,18,0,0,-,0,-,0
1983,Hungary,HUN,Italy,ITA,607,0,0,-,0,-,0
1983,Iran (Islamic Rep. of),IRN,Italy,ITA,607,0,0,-,0,-,0
1983,Iraq,IRQ,Italy,ITA,241,0,0,-,0,-,0
1983,Lao People's Dem. Rep.,LAO,Italy,ITA,113,0,0,-,0,-,0
1983,Libya,LBY,Italy,ITA,275,0,0,-,0,-,0
1983,Poland,POL,Italy,ITA,621,0,0,-,0,-,0
1983,Romania,ROU,Italy,ITA,941,0,0,-,0,-,0
1983,Russian Federation,RUS,Italy,ITA,11574,0,0,-,0,-,0
1983,Serbia and Kosovo: S/RES/1244 (1999),SRB,Italy,ITA,157,0,0,-,0,-,0
1983,Somalia,SOM,Italy,ITA,39,0,0,-,0,-,0
1983,Viet Nam,VNM,Italy,ITA,2759,0,0,-,0,-,0
1983,Syrian Arab Rep.,SYR,Italy,ITA,6,0,0,-,0,-,0
1983,Tunisia,TUN,Italy,ITA,5,0,0,-,0,-,0
1983,Uganda,UGA,Italy,ITA,16,0,0,-,0,-,0
1983,Uruguay,URY,Italy,ITA,25,0,0,-,0,-,0
1983,Stateless,XXA,Italy,ITA,32,0,0,-,0,-,0
1983,Unknown ,UNK,Italy,ITA,1230,0,0,-,0,-,0
1983,Unknown ,UNK,Netherlands (Kingdom of the),NLD,14500,0,0,-,0,-,0
